timestamp	msgtype	repeat	mmsi	status	turn	speed	accuracy	lon	lat	course	heading	second	maneuver	raim	radio
2017-07-21Z00:16:40.776125	1	0	244660375	15	-128	0.0	0	4.25056	51.91403	300.0	51.1	41	0	1	16448	
2017-07-21Z00:16:42.252211	1	0	246891000	0	0	9.8	1	4.2638	51.90707	302.0	30.4	40	0	0	49915	
2017-07-21Z00:16:46.182838	1	0	244660374	15	-128	0.0	0	4.25146	51.91372	273.0	51.1	46	0	1	2269	
2017-07-21Z00:16:50.198453	1	0	235080023	0	0	0.0	0	4.24827	51.91725	297.9	3.2	49	0	0	16448	
2017-07-21Z00:16:50.770076	3	0	636016250	0	0	8.3	0	4.248	51.91164	124.0	12.2	51	0	0	12337	
2017-07-21Z00:16:55.521395	1	0	244660374	15	-128	0.0	0	4.25146	51.91372	271.7	51.1	56	0	1	50197	
2017-07-21Z00:16:59.619990	1	0	636016250	0	0	8.3	0	4.24847	51.91145	123.8	12.2	0	0	0	50515	
2017-07-21Z00:17:00.765495	1	0	235080023	0	0	0.0	0	4.24827	51.91725	254.0	3.2	0	0	0	16452	
2017-07-21Z00:17:01.830679	1	0	244660375	15	-128	0.0	0	4.25059	51.91404	296.0	51.1	2	0	1	98370	
2017-07-21Z00:17:04.781248	1	0	244660374	15	-128	0.0	0	4.25148	51.91372	268.0	51.1	5	0	1	50197	
2017-07-21Z00:17:10.515385	1	0	244660375	15	-128	0.0	0	4.2506	51.91404	298.2	51.1	11	0	1	50261	
2017-07-21Z00:17:11.331887	1	0	636016250	0	0	8.4	0	4.24911	51.91118	124.1	12.2	12	0	0	116054	
2017-07-21Z00:17:12.561501	1	0	246891000	0	0	9.5	1	4.26195	51.9078	302.0	30.4	11	0	0	115485	
2017-07-21Z00:17:15.592138	1	0	244660374	15	-128	0.0	0	4.25148	51.91372	267.4	51.1	16	0	1	50197	
2017-07-21Z00:17:19.607578	1	0	636016250	0	0	8.4	0	4.24953	51.91101	124.0	12.1	20	0	0	83287	
2017-07-21Z00:17:21.000239	3	0	244660375	15	-128	0.0	0	4.25061	51.91404	298.1	51.1	21	0	1	12433	
2017-07-21Z00:17:21.082917	1	0	246891000	0	0	9.4	1	4.26157	51.90797	302.0	30.4	18	0	0	33557	
2017-07-21Z00:17:24.767323	1	0	244660374	15	-128	0.0	0	4.25149	51.91372	267.3	51.1	25	0	1	33693	
2017-07-21Z00:17:30.419874	1	0	235080023	0	0	0.0	0	4.24825	51.91733	336.7	3.2	29	0	0	82492	
2017-07-21Z00:17:30.830799	1	0	636016250	0	0	8.4	0	4.2501	51.91077	123.4	12.1	31	0	0	50519	
2017-07-21Z00:17:30.911533	1	0	244660375	15	-128	0.0	0	4.25061	51.91403	296.0	51.1	31	0	1	16452	
2017-07-21Z00:17:34.762488	1	0	244660374	15	-128	0.0	0	4.25149	51.91372	266.5	51.1	35	0	1	66837	
2017-07-21Z00:17:39.760029	1	0	235080023	0	0	0.0	0	4.24826	51.91731	308.2	3.2	39	0	0	99793	
2017-07-21Z00:17:50.736418	1	0	636016250	0	0	8.4	0	4.25117	51.91035	122.1	12.1	51	0	0	100204	
2017-07-21Z00:17:51.557098	1	0	244660375	15	-128	0.0	0	4.2506	51.91403	297.3	51.1	52	0	1	34700	
2017-07-21Z00:17:55.487788	1	0	244660374	15	-128	0.0	0	4.25149	51.91372	268.3	51.1	56	0	1	34846	
2017-07-21Z00:17:59.665040	1	0	636016250	0	0	8.5	0	4.25166	51.91016	121.9	12.1	0	0	0	35002	
2017-07-21Z00:18:01.795319	1	0	246891000	0	0	9.0	1	4.25912	51.90892	302.0	30.4	0	0	0	2214	
2017-07-21Z00:18:01.797194	1	0	244660375	15	-128	0.0	0	4.2506	51.91403	297.4	51.1	2	0	1	83030	
2017-07-21Z00:18:08.923903	1	0	235080023	0	0	0.0	0	4.24829	51.91724	301.9	3.1	8	0	0	2264	
2017-07-21Z00:18:10.560534	1	0	244660375	15	-128	0.0	0	4.2506	51.91403	297.2	51.1	11	0	1	33161	
2017-07-21Z00:18:11.298232	1	0	636016250	0	0	8.5	0	4.25231	51.90991	122.2	12.1	12	0	0	98725	
2017-07-21Z00:18:19.983245	1	0	235080023	0	0	0.0	0	4.24829	51.91723	290.2	3.1	19	0	0	82493	
2017-07-21Z00:18:20.966440	1	0	244660375	15	-128	0.0	0	4.25061	51.91403	296.4	51.1	21	0	1	66321	
2017-07-21Z00:18:21.128410	1	0	246891000	0	0	8.9	1	4.25805	51.90935	303.0	30.4	19	0	0	16456	
2017-07-21Z00:18:24.733609	1	0	244660374	15	-128	0.0	0	4.25147	51.91372	263.8	51.1	25	0	1	16456	
2017-07-21Z00:18:31.123515	1	0	246891000	0	0	8.8	1	4.25752	51.90958	303.0	30.4	29	0	0	2247	
2017-07-21Z00:18:34.728782	1	0	244660374	15	-128	0.0	0	4.25146	51.91372	265.1	51.1	35	0	1	50197	
2017-07-21Z00:18:39.805459	1	0	235080023	0	0	0.0	0	4.24829	51.91723	303.2	3.1	39	0	0	82491	
2017-07-21Z00:18:40.706778	1	0	636016250	0	0	8.6	0	4.25388	51.9093	122.6	12.1	41	0	0	2265	
2017-07-21Z00:18:46.686918	1	0	244660374	15	-128	0.0	0	4.25146	51.91372	264.7	51.1	47	0	1	100051	
2017-07-21Z00:18:48.982427	1	0	244650899	0	-128	12.1	1	4.23893	51.91582	134.2	51.1	48	0	1	2266	
2017-07-21Z00:18:49.228137	1	0	235080023	0	0	0.0	0	4.2483	51.91723	302.9	3.1	48	0	0	49724	
2017-07-21Z00:18:50.703194	1	0	636016250	0	0	8.6	0	4.25443	51.90909	122.0	12.1	51	0	0	83285	
2017-07-21Z00:18:51.602252	1	0	244660375	15	-128	0.0	0	4.25059	51.91405	294.6	51.1	52	0	1	16456	
2017-07-21Z00:18:59.467751	1	0	235080023	0	0	0.0	0	4.2483	51.91723	295.7	3.1	58	0	0	115261	
2017-07-21Z00:19:04.793119	1	0	244660374	15	-128	0.0	0	4.25146	51.91371	262.0	51.1	5	0	1	16460	
2017-07-21Z00:19:08.724641	1	0	244650899	0	-128	11.7	1	4.24022	51.91506	133.8	51.1	8	0	1	65861	
2017-07-21Z00:19:09.298767	1	0	235080023	0	0	0.0	0	4.2483	51.91724	264.2	3.1	8	0	0	115260	
2017-07-21Z00:19:12.573300	1	0	246891000	0	0	8.6	1	4.25532	51.9105	303.0	30.5	10	0	0	82723	
2017-07-21Z00:19:15.603928	1	0	244660374	15	-128	0.0	0	4.25145	51.91371	257.2	51.1	16	0	1	16460	
2017-07-21Z00:19:20.028404	1	0	235080023	0	0	0.0	0	4.2483	51.91725	275.7	3.1	19	0	0	66284	
2017-07-21Z00:19:21.011964	1	0	244660375	15	-128	0.0	0	4.25057	51.91403	290.8	51.1	21	0	1	50260	
2017-07-21Z00:19:21.094729	1	0	246891000	0	0	8.6	1	4.25482	51.9107	303.0	30.4	19	0	0	2286	
2017-07-21Z00:19:24.699898	3	0	244660374	15	-128	0.0	0	4.25145	51.91371	254.9	51.1	25	0	1	24771	
2017-07-21Z00:19:29.531820	1	0	244650899	0	-128	11.7	1	4.24156	51.91429	131.3	51.1	29	0	1	16460	
2017-07-21Z00:19:30.352290	1	0	235080023	0	0	0.0	0	4.2483	51.91725	258.7	3.1	29	0	0	49725	
2017-07-21Z00:19:31.497063	1	0	244660375	15	-128	0.0	0	4.25058	51.91403	288.8	51.1	32	0	1	66714	
2017-07-21Z00:19:34.773922	1	0	244660374	15	-128	0.0	0	4.25144	51.91371	250.2	51.1	35	0	1	34069	
2017-07-21Z00:19:39.691179	1	0	636016250	0	0	8.7	0	4.25713	51.90801	122.9	12.1	40	0	0	116054	
2017-07-21Z00:19:39.771778	1	0	235080023	0	0	0.0	0	4.2483	51.91726	300.7	3.1	39	0	0	67025	
2017-07-21Z00:19:42.230399	1	0	246891000	0	0	8.5	1	4.25373	51.91117	303.0	30.5	40	0	0	2213	
2017-07-21Z00:19:49.273477	1	0	235080023	0	0	0.0	0	4.24829	51.91727	226.6	3.1	48	0	0	34612	
2017-07-21Z00:19:50.748267	1	0	636016250	0	0	8.7	0	4.25774	51.90778	122.6	12.1	51	0	0	67436	
2017-07-21Z00:19:51.569035	1	0	244660375	15	-128	0.0	0	4.25061	51.91403	286.9	51.1	52	0	1	2199	
2017-07-21Z00:19:55.499604	1	0	244660374	15	-128	0.0	0	4.25145	51.91371	242.1	51.1	56	0	1	2285	
2017-07-21Z00:19:59.513211	1	0	235080023	0	0	0.0	0	4.24829	51.91727	251.0	3.1	58	0	0	100532	
2017-07-21Z00:19:59.676882	1	0	636016250	0	0	8.7	0	4.25824	51.90759	122.5	12.1	0	0	0	2280	
2017-07-21Z00:20:00.824933	1	0	246891000	0	0	8.4	1	4.25277	51.91153	303.0	30.4	58	0	0	82715	
2017-07-21Z00:20:04.838231	1	0	244660374	15	-128	0.0	0	4.25144	51.9137	238.9	51.1	5	0	1	2291	
2017-07-21Z00:20:08.769774	1	0	244650899	0	-128	11.6	1	4.24428	51.91299	125.1	51.1	8	0	1	49407	
2017-07-21Z00:20:09.343766	1	0	235080023	0	0	0.0	0	4.24829	51.91727	269.7	3.1	8	0	0	98651	
2017-07-21Z00:20:15.570259	1	0	244660374	15	-128	0.0	0	4.25145	51.9137	235.6	51.1	16	0	1	2269	
2017-07-21Z00:20:19.995055	1	0	235080023	0	0	0.0	0	4.24829	51.91727	290.4	3.1	19	0	0	49723	
2017-07-21Z00:20:20.978378	1	0	244660375	15	-128	0.0	0	4.25059	51.91401	283.2	51.1	21	0	1	33553	
2017-07-21Z00:20:24.745390	3	0	244660374	15	-128	0.0	0	4.25145	51.9137	234.3	51.1	25	0	1	12033	
2017-07-21Z00:20:26.464951	1	0	23303610	15	-128	0.0	1	4.25049	51.92081	0.0	51.1	26	0	1	66525	
2017-07-21Z00:20:30.397930	1	0	235080023	0	0	0.0	0	4.24829	51.91727	293.2	3.1	29	0	0	33905	
2017-07-21Z00:20:30.642467	3	0	244353000	5	-9	0.1	1	4.23973	51.91318	170.4	29.9	30	0	0	85018	
2017-07-21Z00:20:31.053461	1	0	246891000	0	0	8.3	1	4.25115	51.91223	303.0	30.5	28	0	0	82673	
2017-07-21Z00:20:34.740660	1	0	244660374	15	-128	0.0	0	4.25144	51.9137	233.1	51.1	35	0	1	16464	
2017-07-21Z00:20:39.738115	1	0	235080023	0	0	0.0	0	4.24828	51.91726	289.9	3.1	39	0	0	49725	
2017-07-21Z00:20:41.292438	1	0	246891000	0	0	8.3	1	4.25067	51.91242	302.0	30.5	38	0	0	82685	
2017-07-21Z00:20:44.815012	1	0	244660374	15	-128	0.0	0	4.25145	51.9137	230.7	51.1	45	0	1	115732	
2017-07-21Z00:20:50.222639	1	0	244660375	15	-128	0.0	0	4.25059	51.91401	285.4	51.1	50	0	1	115798	
2017-07-21Z00:20:51.370663	1	0	246891000	0	0	8.3	1	4.25008	51.91262	302.0	30.5	49	0	0	2244	
2017-07-21Z00:20:59.479683	1	0	235080023	0	0	0.0	0	4.24829	51.91726	269.4	3.1	58	0	0	16464	
2017-07-21Z00:21:00.791326	1	0	246891000	0	0	8.3	1	4.24962	51.91278	302.0	30.5	58	0	0	65564	
2017-07-21Z00:21:01.854271	1	0	244660375	15	-128	0.0	0	4.2506	51.91402	284.9	51.1	2	0	1	32834	
2017-07-21Z00:21:05.949881	1	0	244660374	15	-128	0.0	0	4.25145	51.91371	227.1	51.1	6	0	1	65755	
2017-07-21Z00:21:11.029914	1	0	244660375	15	-128	0.0	0	4.25061	51.91402	285.3	51.1	11	0	1	83027	
2017-07-21Z00:21:12.585119	1	0	246891000	0	0	8.3	1	4.24905	51.913	302.0	30.5	9	0	0	49951	
2017-07-21Z00:21:15.943831	1	0	244660374	15	-128	0.0	0	4.25145	51.91372	224.2	51.1	16	0	1	115735	
2017-07-21Z00:21:20.040198	1	0	235080023	0	0	0.0	0	4.24829	51.91726	290.7	3.1	19	0	0	33516	
2017-07-21Z00:21:21.023387	1	0	244660375	15	-128	0.0	0	4.25061	51.91402	284.9	51.1	21	0	1	16468	
2017-07-21Z00:21:24.711927	1	0	244660374	15	-128	0.0	0	4.25145	51.91372	222.6	51.1	25	0	1	50200	
2017-07-21Z00:21:30.364242	1	0	235080023	0	0	0.0	0	4.24829	51.91726	262.1	3.1	29	0	0	16468	
2017-07-21Z00:21:31.019783	1	0	246891000	0	0	8.3	1	4.24802	51.91342	302.0	30.5	29	0	0	66698	
2017-07-21Z00:21:31.508958	1	0	244660375	15	-128	0.0	0	4.25061	51.91401	285.3	51.1	32	0	1	33946	
2017-07-21Z00:21:33.394245	3	0	244532000	5	-128	0.0	1	4.24688	51.9165	228.0	51.1	31	0	0	0	
2017-07-21Z00:21:34.785731	1	0	244660374	15	-128	0.0	0	4.25145	51.91372	221.4	51.1	35	0	1	2289	
2017-07-21Z00:21:41.259332	1	0	246891000	0	0	8.3	1	4.24748	51.91363	303.0	30.5	39	0	0	67081	
2017-07-21Z00:21:41.749100	1	0	244660375	15	-128	0.0	0	4.2506	51.91401	283.3	51.1	42	0	1	50263	
2017-07-21Z00:21:44.781355	1	0	244660374	15	-128	0.0	0	4.25145	51.91372	218.7	51.1	45	0	1	99981	
2017-07-21Z00:21:47.567411	1	0	23303610	15	-128	0.0	1	4.2505	51.92081	0.0	51.1	47	0	1	34550	
2017-07-21Z00:21:49.206046	1	0	235080023	0	0	0.0	0	4.24828	51.91726	202.8	3.0	48	0	0	2256	
2017-07-21Z00:21:49.449749	1	0	244650899	0	-128	12.0	1	4.25177	51.91	121.3	51.1	48	0	1	34619	
2017-07-21Z00:21:50.268263	1	0	244660375	15	-128	0.0	0	4.2506	51.91401	284.7	51.1	50	0	1	100185	
2017-07-21Z00:21:56.413683	1	0	244660374	15	-128	0.0	0	4.25145	51.91371	216.5	51.1	57	0	1	2247	
2017-07-21Z00:22:00.836764	1	0	246891000	0	0	8.2	1	4.24648	51.91403	303.0	30.6	59	0	0	49935	
2017-07-21Z00:22:20.006568	1	0	235080023	0	0	0.0	0	4.24828	51.91728	211.2	3.0	19	0	0	16472	
2017-07-21Z00:22:20.990211	1	0	244660375	15	-128	0.0	0	4.25061	51.91403	286.5	51.1	21	0	1	2251	
2017-07-21Z00:22:24.756876	1	0	244660374	15	-128	0.0	0	4.25146	51.91371	211.5	51.1	25	0	1	33693	
2017-07-21Z00:22:29.181536	1	0	244650899	0	-128	12.0	1	4.25485	51.90886	121.0	51.1	28	0	1	66628	
2017-07-21Z00:22:30.409875	1	0	235080023	0	0	0.0	0	4.24828	51.91728	214.3	3.0	29	0	0	2199	
2017-07-21Z00:22:31.475308	1	0	244660375	15	-128	0.0	0	4.25061	51.91403	285.2	51.1	32	0	1	16472	
2017-07-21Z00:22:35.816226	1	0	244660374	15	-128	0.0	0	4.25146	51.91372	210.6	51.1	36	0	1	115730	
2017-07-21Z00:22:39.750001	1	0	235080023	0	0	0.0	0	4.24828	51.91728	253.4	3.0	39	0	0	16472	
2017-07-21Z00:22:49.415121	1	0	235080023	0	0	0.0	0	4.24828	51.91728	109.8	3.0	48	0	0	49731	
2017-07-21Z00:22:49.416292	1	0	244650899	0	-128	12.0	1	4.25648	51.90825	121.0	51.1	49	0	1	16472	
2017-07-21Z00:22:50.234500	1	0	244660375	15	-128	0.0	0	4.25061	51.91403	285.7	51.1	50	0	1	83023	
2017-07-21Z00:22:51.218766	1	0	246891000	0	0	8.2	1	4.244	51.91505	303.0	30.7	48	0	0	67455	
2017-07-21Z00:23:00.803106	1	0	246891000	0	0	8.2	1	4.24343	51.91528	303.0	30.7	59	0	0	32796	
2017-07-21Z00:23:01.866106	1	0	244660375	15	-128	0.0	0	4.2506	51.91403	286.7	51.1	2	0	1	2233	
2017-07-21Z00:23:05.882526	1	0	244660374	15	-128	0.0	0	4.25145	51.91372	205.6	51.1	6	0	1	32987	
2017-07-21Z00:23:07.109447	1	0	23303610	15	-128	0.0	1	4.25052	51.92081	176.0	51.1	7	0	1	33031	
2017-07-21Z00:23:08.747911	3	0	244650899	0	-128	11.9	1	4.25793	51.90769	121.5	51.1	8	0	1	12387	
2017-07-21Z00:23:09.322402	1	0	235080023	0	0	0.0	0	4.24829	51.91729	216.4	3.0	8	0	0	49732	
2017-07-21Z00:23:11.041670	1	0	244660375	15	-128	0.0	0	4.25059	51.91402	285.8	51.1	11	0	1	50253	
2017-07-21Z00:23:15.876818	1	0	244660374	15	-128	0.0	0	4.25145	51.91372	204.0	51.1	16	0	1	82960	
2017-07-21Z00:23:21.036495	1	0	244660375	15	-128	0.0	0	4.25059	51.91401	281.2	51.1	21	0	1	115789	
2017-07-21Z00:23:22.100281	1	0	246891000	0	0	8.4	1	4.24232	51.91573	304.0	30.8	20	0	0	66361	
2017-07-21Z00:23:24.723637	1	0	244660374	15	-128	0.0	0	4.25145	51.91372	204.2	51.1	25	0	1	16476	
2017-07-21Z00:23:26.443166	1	0	23303610	15	-128	0.0	1	4.25053	51.9208	143.6	51.1	26	0	1	16476	
2017-07-21Z00:23:29.063387	1	0	235080023	0	0	0.0	0	4.24828	51.91729	217.5	3.0	28	0	0	66622	
2017-07-21Z00:23:30.294004	3	0	244353000	5	8	0.1	1	4.23972	51.91318	170.4	29.9	30	0	0	84570	
2017-07-21Z00:23:31.031936	1	0	246891000	0	0	8.5	1	4.24185	51.91595	304.0	30.9	29	0	0	33930	
2017-07-21Z00:23:31.520798	1	0	244660375	15	-128	0.0	0	4.2506	51.91401	280.0	51.1	32	0	1	2209	
2017-07-21Z00:23:35.782587	1	0	244660374	15	-128	0.0	0	4.25146	51.91371	203.4	51.1	36	0	1	99644	
2017-07-21Z00:23:39.795444	1	0	235080023	0	0	0.0	0	4.24828	51.91729	193.2	3.0	39	0	0	2287	
2017-07-21Z00:23:41.270652	1	0	246891000	0	0	8.6	1	4.24132	51.91618	305.0	30.9	39	0	0	34313	
2017-07-21Z00:23:49.381893	1	0	235080023	0	0	0.0	0	4.24828	51.91729	152.8	3.0	48	0	0	34618	
2017-07-21Z00:23:50.200961	1	0	244660375	15	-128	0.0	0	4.2506	51.91402	284.1	51.1	50	0	1	67417	
2017-07-21Z00:23:56.343629	1	0	244660374	15	-128	0.1	0	4.25146	51.9137	200.7	51.1	57	0	1	50198	
2017-07-21Z00:24:00.848291	1	0	246891000	0	0	8.8	1	4.24028	51.91667	307.0	31.1	59	0	0	16480	
2017-07-21Z00:24:05.928074	1	0	244660374	15	-128	0.0	0	4.25146	51.9137	199.9	51.1	6	0	1	16480	
2017-07-21Z00:24:11.008431	1	0	244660375	15	-128	0.0	0	4.2506	51.91401	281.1	51.1	11	0	1	33179	
2017-07-21Z00:24:15.922038	1	0	244660374	15	-128	0.0	0	4.25145	51.91373	198.9	51.1	16	0	1	66130	
2017-07-21Z00:24:19.446552	1	0	235080023	0	0	0.0	0	4.24828	51.91729	218.5	3.0	18	0	0	66264	
2017-07-21Z00:24:29.029872	1	0	235080023	0	0	0.0	0	4.24828	51.91729	221.0	3.0	28	0	0	49731	
2017-07-21Z00:24:30.421000	1	0	244660375	15	-128	0.0	0	4.2506	51.914	283.3	51.1	31	0	1	66673	
2017-07-21Z00:24:50.246319	1	0	244660375	15	-128	0.0	0	4.2506	51.91401	285.2	51.1	50	0	1	50255	
2017-07-21Z00:24:59.092855	1	0	235080023	0	0	0.0	0	4.24828	51.91729	295.2	3.0	58	0	0	49729	
2017-07-21Z00:25:01.387609	1	0	244660375	15	-128	0.0	0	4.2506	51.91402	287.1	51.1	2	0	1	83023	
2017-07-21Z00:25:09.333807	1	0	235080023	0	0	0.0	0	4.24828	51.91729	296.2	3.0	8	0	0	16484	
2017-07-21Z00:25:11.053524	1	0	244660375	15	-128	0.0	0	4.25059	51.91403	284.8	51.1	11	0	1	16484	
2017-07-21Z00:25:15.888386	3	0	244660374	15	-128	0.0	0	4.25147	51.91374	204.9	51.1	16	0	1	29619	
2017-07-21Z00:25:19.329257	1	0	236165000	0	0	12.5	0	4.26159	51.90794	300.9	30.2	17	0	0	33491	
2017-07-21Z00:25:19.491987	1	0	235080023	0	0	0.0	0	4.24829	51.91729	312.1	3.0	18	0	0	49732	
2017-07-21Z00:25:21.048326	1	0	244660375	15	-128	0.0	0	4.25058	51.91402	283.8	51.1	21	0	1	83026	
2017-07-21Z00:25:26.210566	1	0	244660374	15	-128	0.0	0	4.25147	51.91374	204.8	51.1	26	0	1	66517	
2017-07-21Z00:25:28.996363	1	0	235080023	0	0	0.0	0	4.24828	51.91729	211.3	3.0	28	0	0	33854	
2017-07-21Z00:25:30.387696	1	0	244660375	15	-128	0.0	0	4.25058	51.91403	282.1	51.1	31	0	1	50258	
2017-07-21Z00:25:35.794444	3	0	244660374	15	-128	0.0	0	4.25147	51.91376	204.8	51.1	36	0	1	19329	
2017-07-21Z00:25:39.891077	1	0	244660375	15	-128	0.0	0	4.25059	51.91403	282.2	51.1	40	0	1	115793	
2017-07-21Z00:25:40.053437	3	0	245730000	5	-128	0.0	0	4.24759	51.91655	321.6	51.1	39	0	0	0	
2017-07-21Z00:25:44.805035	1	0	244660374	15	-128	0.0	0	4.25147	51.91376	203.8	51.1	45	0	1	34445	
2017-07-21Z00:25:49.393278	1	0	235080023	0	0	0.0	0	4.24827	51.91729	104.9	3.0	48	0	0	2246	
2017-07-21Z00:25:49.394469	1	0	236165000	0	0	12.5	0	4.25924	51.90888	302.5	30.2	47	0	0	34619	
2017-07-21Z00:25:50.212686	1	0	244660375	15	-128	0.0	0	4.25059	51.91403	281.7	51.1	50	0	1	34649	
2017-07-21Z00:25:59.059240	1	0	235080023	0	0	0.0	0	4.24827	51.91729	264.2	3.0	58	0	0	34980	
2017-07-21Z00:26:05.038412	1	0	244660374	15	-128	0.0	0	4.25148	51.91372	205.6	51.1	5	0	1	2256	
2017-07-21Z00:26:08.561498	1	0	236165000	0	0	12.1	0	4.25776	51.90946	302.7	30.2	6	0	0	2236	
2017-07-21Z00:26:09.300542	1	0	235080023	0	0	0.0	0	4.24827	51.91729	248.6	3.0	8	0	0	2303	
2017-07-21Z00:26:11.019909	1	0	244660375	15	-128	0.0	0	4.25058	51.91404	281.2	51.1	11	0	1	2263	
2017-07-21Z00:26:19.458440	1	0	235080023	0	0	0.0	0	4.24827	51.91729	283.4	3.0	18	0	0	33496	
2017-07-21Z00:26:21.014660	1	0	244660375	15	-128	0.0	0	4.25059	51.91404	283.8	51.1	21	0	1	66322	
2017-07-21Z00:26:26.255888	1	0	244660374	15	-128	0.0	0	4.25147	51.91371	207.7	51.1	26	0	1	50195	
2017-07-21Z00:26:28.303819	1	0	236165000	0	0	11.6	0	4.25628	51.91005	302.8	30.2	26	0	0	115740	
2017-07-21Z00:26:30.354030	1	0	244660375	15	-128	0.0	0	4.25059	51.91404	280.8	51.1	31	0	1	33905	
2017-07-21Z00:26:35.839903	1	0	244660374	15	-128	0.0	0	4.25147	51.9137	207.3	51.1	36	0	1	50195	
2017-07-21Z00:26:39.936505	1	0	244660375	15	-128	0.0	0	4.25059	51.91403	279.9	51.1	40	0	1	99798	
2017-07-21Z00:26:44.771427	1	0	244660374	15	-128	0.0	0	4.25147	51.9137	206.4	51.1	45	0	1	16488	
2017-07-21Z00:26:49.276947	1	0	235080023	0	0	0.0	0	4.24829	51.91729	315.6	3.0	48	0	0	115270	
2017-07-21Z00:26:50.258214	1	0	244660375	15	-128	0.0	0	4.25059	51.914	281.0	51.1	50	0	1	16488	
2017-07-21Z00:26:56.321786	1	0	244660374	15	-128	0.0	0	4.25147	51.9137	208.5	51.1	57	0	1	2240	
2017-07-21Z00:26:59.025557	3	0	235080023	0	0	0.0	0	4.24829	51.91728	242.4	3.0	58	0	0	1171	
2017-07-21Z00:27:08.198710	1	0	236165000	0	0	10.8	0	4.25348	51.91116	302.8	30.2	6	0	0	50201	
2017-07-21Z00:27:11.393784	1	0	244660375	15	-128	0.0	0	4.25059	51.91401	277.0	51.1	12	0	1	65960	
2017-07-21Z00:27:15.900296	1	0	244660374	15	-128	0.0	0	4.25147	51.9137	207.7	51.1	16	0	1	16492	
2017-07-21Z00:27:19.341192	1	0	236165000	0	0	10.6	0	4.25273	51.91145	302.6	30.1	17	0	0	2249	
2017-07-21Z00:27:19.503471	1	0	235080023	0	0	0.0	0	4.2483	51.91726	37.3	3.0	18	0	0	16492	
2017-07-21Z00:27:26.222289	1	0	244660374	15	-128	0.0	0	4.25146	51.9137	208.8	51.1	26	0	1	33749	
2017-07-21Z00:27:28.270484	1	0	236165000	0	0	10.5	0	4.25213	51.91168	301.8	30.1	26	0	0	99362	
2017-07-21Z00:27:29.008070	1	0	235080023	0	0	0.0	0	4.2483	51.91726	328.6	3.0	28	0	0	16492	
2017-07-21Z00:27:30.399271	1	0	244660375	15	-128	0.0	0	4.25058	51.91401	276.0	51.1	31	0	1	16492	
2017-07-21Z00:27:34.494711	3	0	244532000	5	-128	0.0	1	4.24685	51.91653	228.0	51.1	33	0	0	0	
2017-07-21Z00:27:35.806285	1	0	244660374	15	-128	0.0	0	4.25146	51.9137	209.4	51.1	36	0	1	34108	
2017-07-21Z00:27:38.510683	1	0	236165000	0	0	10.4	0	4.25147	51.91194	302.2	30.2	36	0	0	16492	
2017-07-21Z00:27:40.802193	1	0	235080023	0	0	0.0	0	4.2483	51.91725	262.6	3.0	40	0	0	67062	
2017-07-21Z00:27:44.816856	1	0	244660374	15	-128	0.0	0	4.25146	51.91371	209.6	51.1	45	0	1	2280	
2017-07-21Z00:27:49.322433	1	0	235080023	0	0	0.0	0	4.2483	51.91725	274.0	3.0	48	0	0	100150	
2017-07-21Z00:27:50.224567	1	0	244660375	15	-128	0.0	0	4.2506	51.914	279.2	51.1	50	0	1	2301	
2017-07-21Z00:27:56.041677	1	0	244660374	15	-128	0.0	0	4.25145	51.91371	210.3	51.1	56	0	1	67636	
2017-07-21Z00:27:58.251699	1	0	236165000	0	0	10.2	0	4.25019	51.91245	302.3	30.2	56	0	0	50194	
2017-07-21Z00:28:01.365771	3	0	244660375	15	-128	0.0	0	4.2506	51.914	278.5	51.1	2	0	1	28531	
2017-07-21Z00:28:05.134899	1	0	244660374	15	-128	0.0	0	4.25145	51.91371	211.6	51.1	5	0	1	32959	
2017-07-21Z00:28:11.360252	1	0	244660375	15	-128	0.0	0	4.2506	51.914	281.9	51.1	12	0	1	50258	
2017-07-21Z00:28:15.945706	1	0	244660374	15	-128	0.0	0	4.25145	51.91372	215.1	51.1	16	0	1	2260	
2017-07-21Z00:28:19.306603	1	0	236165000	0	0	10.0	0	4.24887	51.91298	303.6	30.2	17	0	0	115725	
2017-07-21Z00:28:19.470287	1	0	235080023	0	0	0.0	0	4.24829	51.91725	302.5	3.0	18	0	0	2286	
2017-07-21Z00:28:26.267763	1	0	244660374	15	-128	0.0	0	4.25145	51.91372	220.7	51.1	26	0	1	16496	
2017-07-21Z00:28:28.315568	1	0	236165000	0	0	9.9	0	4.2483	51.91321	302.7	30.2	26	0	0	82958	
2017-07-21Z00:28:29.053462	1	0	235080023	0	0	0.0	0	4.24829	51.91726	7.8	3.1	28	0	0	2245	
2017-07-21Z00:28:30.365932	1	0	244660375	15	-128	0.0	0	4.25059	51.91401	282.0	51.1	31	0	1	2296	
2017-07-21Z00:28:35.772675	1	0	244660374	15	-128	0.0	0	4.25145	51.91372	223.4	51.1	36	0	1	16496	
2017-07-21Z00:28:40.768575	1	0	235080023	0	0	0.0	0	4.24828	51.91726	347.0	3.1	40	0	0	49734	
2017-07-21Z00:28:45.601608	1	0	244660374	15	-128	0.0	0	4.25145	51.91371	225.4	51.1	46	0	1	115731	
2017-07-21Z00:28:48.878645	1	0	236165000	0	0	10.0	0	4.247	51.91374	302.4	30.4	47	0	0	115722	
